NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF
01BO,U,SBAS,Sint Paulusschool voor Moeilijk Lerende Kinderen,Sparrenlaan 4.0 -5,7822EM,EMMEN,Drenthe,Active,Special Primary Education,68.9,1950s,,1956-03-01 to Present,1956-03-01,
17JY00,D,VST,Rooms katholiek Gymnasium Beekvliet,Beekvlietstraat 4.0 ,5271SM,SINT-MICHIELSGESTEL,Noord-Brabant,Active,Primary Branch Location,69.1,1950s,,1956-01-01 to Present,1956-01-01,
06RV,U,SBAS,Dr J C Logemannsch,Schiedamseweg 280.0 ,3025AS,ROTTERDAM,Zuid-Holland,Active,Special Primary Education,69.2,1950s,,1955-11-03 to Present,1955-11-03,
02VN00,D,VST,Reg Sgm Het Rhedens Voor Lyc Havo Mavo En Vbo,Kleiberglaan 1.0 ,6891DK,ROZENDAAL,Gelderland,Active,Primary Branch Location,69.4,1950s,,1955-09-01 to Present,1955-09-01,
02VN01,D,VST,Reg Sgm Het Rhedens Voor Lyc Havo Mavo En Vbo,Burg Flugi v Aspermontln 1.0 ,6981AN,DOESBURG,Gelderland,Active,Primary Branch Location,69.4,1950s,,1955-09-01 to Present,1955-09-01,
02VN01,D,VST,Regionale Scholengemeenschap Het Rhedens voor Lyceum Havo Mavo Vbo,Doesburgsedijk 7.0 ,6953AK,DIEREN,Gelderland,Active,Primary Branch Location,69.4,1950s,,1955-09-01 to Present,1955-09-01,
20RX,U,SPEC,Mytylschool,Ringdijk 84.0 ,3054KV,ROTTERDAM,Zuid-Holland,Active,Special Education,69.5,1950s,,1955-08-01 to Present,1955-08-01,
00EF00,D,VST,VMBO onder bestuur van het ROC van Amsterdam locatie St. Hubertus,Betuwestraat 29.0 ,1079PR,AMSTERDAM,Noord-Holland,Active,Primary Branch Location,70.1,1950s,,1955-01-01 to Present,1955-01-01,
02TL,U,SBAS,St Nicolaassch V Mlk,Johan de Wittlaan 83.0 ,1421XB,UITHOORN,Noord-Holland,Active,Special Primary Education,70.1,1950s,,1955-01-01 to Present,1955-01-01,
02TL,U,SBAS,School voor Speciaal Basisonderwijs De Dolfijn,Randhoornweg 31.0 ,1422WX,UITHOORN,Noord-Holland,Active,Special Primary Education,70.1,1950s,,1955-01-01 to Present,1955-01-01,
19SK,U,SPEC,Openbare Mackaysch voor Basisonderwijs,Allee 11.0 ,7942XZ,MEPPEL,Drenthe,Active,Special Education,70.1,1950s,,1955-01-01 to Present,1955-01-01,
20GN,U,SBAS,So Vso Past V Ars,Meezenbroekerweg 44.0 ,6412VK,HEERLEN,Limburg,Closed,Special Primary Education,49.0,1950s,2000s,1954-08-03 to 2003-08-01,1954-08-03,2003-08-01
19WD,U,SPEC,Gron Buitenschool Appelbergen,Zuidlaarderweg 28.0 ,9756TM,GLIMMEN,Groningen,Active,Special Education,70.5,1950s,,1954-08-01 to Present,1954-08-01,
20RL,U,SPEC,2e Rotterdamse Openluchtschool,Jan Ligthartstraat 10.0 ,3083AM,ROTTERDAM,Zuid-Holland,Active,Special Education,70.5,1950s,,1954-08-01 to Present,1954-08-01,
20RT,U,SPEC,Reconvalescentenschool,Dordtsestraatweg 472.0 ,3075BN,ROTTERDAM,Zuid-Holland,Active,Special Education,70.5,1950s,,1954-08-01 to Present,1954-08-01,
02RQ,U,SBAS,RK School voor Speciaal Basisonderwijs St Vincentius,Sportlaan 10.0 ,1131BK,VOLENDAM,Noord-Holland,Active,Special Primary Education,70.8,1950s,,1954-03-19 to Present,1954-03-19,
02RH,U,SPEC,De Berkenhof School voor Speciaal Onderwijs,Galderseweg 81.0 ,4836AE,BREDA,Noord-Brabant,Active,Special Education,70.9,1950s,,1954-02-18 to Present,1954-02-18,
02RH,U,SPEC,De Berkenhof School voor Speciaal Onderwijs,Galderseweg 87.0 ,4836AD,BREDA,Noord-Brabant,Active,Special Education,70.9,1950s,,1954-02-18 to Present,1954-02-18,
02RH,U,SPEC,Het Berkenhofcollege VSO,Sibeliuslaan 13.0 ,4837CA,BREDA,Noord-Brabant,Active,Special Education,70.9,1950s,,1954-02-18 to Present,1954-02-18,
17UI,U,SBAS,Florasch Vr Mlk,Tulpstraat 18.0 ,1521WB,WORMERVEER,Noord-Holland,Active,Special Primary Education,71.1,1950s,,1954-01-01 to Present,1954-01-01,
17UI,U,SBAS,Dynamica Speciaal Basisonderwijs,De Noordsterweg 2.0 -4,1521JS,WORMERVEER,Noord-Holland,Active,Special Primary Education,71.1,1950s,,1954-01-01 to Present,1954-01-01,
20IX,U,SPEC,Insp W P Blokpoelschool,Laagveen 22.0 ,2544RZ,'S-GRAVENHAGE,Zuid-Holland,Active,Special Education,71.5,1950s,,1953-08-01 to Present,1953-08-01,
02JW00,D,VST,SGM Don Bosco voor Vbo Ivbo,Don Boscolaan 2.0 ,4874NB,ETTEN-LEUR,Noord-Brabant,Closed,Primary Branch Location,45.9,1950s,1990s,1952-09-01 to 1998-08-01,1952-09-01,1998-08-01
20RK,U,SPEC,1e Rotterdamse Openluchtschool,Olijflaan 4.0 -6,3053WK,ROTTERDAM,Zuid-Holland,Closed,Special Education,64.0,1950s,2010s,1952-08-01 to 2016-08-01,1952-08-01,2016-08-01
20RI,U,SPEC,Dr A V Voorthuysenschool,Rollostraat 85.0 B,3084PM,ROTTERDAM,Zuid-Holland,Active,Special Education,72.5,1950s,,1952-08-01 to Present,1952-08-01,
21HJ,U,SBAS,Lom Sch Pieter T Hoen,Cloese 10.0 ,3191ED,HOOGVLIET ROTTERDAM,Zuid-Holland,Active,Special Primary Education,72.5,1950s,,1952-08-01 to Present,1952-08-01,
16JE,U,SBAS,Dr A V Voorthuysensch Vr Mlk,Slachthuisstraat 63.0 ,1508EC,ZAANDAM,Noord-Holland,Closed,Special Primary Education,53.6,1950s,2000s,1952-01-01 to 2005-08-01,1952-01-01,2005-08-01
11XT,U,SBAS,So Sch Bisschop Janssens,Bisschop Janssensstraat 1.0 A,5014PK,TILBURG,Noord-Brabant,Active,Special Primary Education,73.1,1950s,,1952-01-01 to Present,1952-01-01,
02TD00,D,VST,Jan Arentsz Christelijke Scholengemeenschap voor Lyceum Havo Mavo Vbo,Mandenmakerstraat 11.0 ,1825BB,ALKMAAR,Noord-Holland,Active,Primary Branch Location,73.4,1950s,,1951-09-01 to Present,1951-09-01,
02TD03,D,VST,Jan Arentsz Christelijke Scholengemeenschap voor Lyceum Havo Mavo Vbo,Havinghastraat 3.0 ,1817DA,ALKMAAR,Noord-Holland,Active,Primary Branch Location,73.4,1950s,,1951-09-01 to Present,1951-09-01,
02TD04,D,VST,Jan Arentsz Christelijke Scholengemeenschap voor Lyceum Havo Mavo Vbo,Dokter Wilminkstraat 16.0 ,1723XN,NOORD-SCHARWOUDE,Noord-Holland,Active,Primary Branch Location,73.4,1950s,,1951-09-01 to Present,1951-09-01,
02TD04,D,VST,Jan Arentsz Christelijke Scholengemeenschap voor Lyceum Havo Mavo Vbo,Bosgroet 14.0 ,1722KA,ZUID-SCHARWOUDE,Noord-Holland,Active,Primary Branch Location,73.4,1950s,,1951-09-01 to Present,1951-09-01,
20RV,U,SBAS,V Heuven Goedhartsch,Oosterhagen 251.0 ,3078CL,ROTTERDAM,Zuid-Holland,Active,Special Primary Education,73.5,1950s,,1951-08-01 to Present,1951-08-01,
01BC00,D,VST,Stichting Wetenschap Atlas Van Nederland,Heidelberglaan 2.0 ,3584CS,UTRECHT,Utrecht,Closed,Primary Branch Location,52.5,1950s,2000s,1951-02-12 to 2003-08-01,1951-02-12,2003-08-01
02NZ00,D,VST,"Houtkamp College voor mavo, havo, ath, gym, vbo, lwoo",Ruimzichtlaan 155.0 ,7001KD,DOETINCHEM,Gelderland,Active,Primary Branch Location,74.4,1950s,,1950-09-01 to Present,1950-09-01,
04YX00,D,VST,Rk School Voor Vbo En Ivbo Regina Mundi,Streek 2.0 ,4876AT,ETTEN-LEUR,Noord-Brabant,Active,Primary Branch Location,74.4,1950s,,1950-09-01 to Present,1950-09-01,
04YX00,D,VST,Munnikenheide College voor MAVO VBO LWOO,Trivium 60.0 ,4873LP,ETTEN-LEUR,Noord-Brabant,Active,Primary Branch Location,74.4,1950s,,1950-09-01 to Present,1950-09-01,
14UM00,D,VST,Isala College Kath Sgs V Ath En Havo,Laan van Schuylenburch 8.0 ,7064AL,SILVOLDE,Gelderland,Active,Primary Branch Location,74.4,1950s,,1950-09-01 to Present,1950-09-01,
14UM00,D,VST,Almende College voor Gymnasium Atheneum Havo Mavo Vbo Lwoo,Terborgseveld 75.0 ,7064AN,SILVOLDE,Gelderland,Active,Primary Branch Location,74.4,1950s,,1950-09-01 to Present,1950-09-01,
19VC,U,SBAS,Dr Bekenkamp School,Blekerslaan 1.0 ,9724EJ,GRONINGEN,Groningen,Active,Special Primary Education,74.5,1950s,,1950-08-01 to Present,1950-08-01,
01BS,U,SPEC,M J Schreuderschool,De Villeneuvestraat 24.0 ,3053ZV,ROTTERDAM,Zuid-Holland,Active,Special Education,74.8,1950s,,1950-04-01 to Present,1950-04-01,
02US00,D,VST,Scholengemeenschap Haags Montessori Lyceum voor Lyceum Havo Mavo Vbo,Nassau Bredastraat 5.0 ,2596AK,'S-GRAVENHAGE,Zuid-Holland,Active,Primary Branch Location,74.9,1950s,,1950-02-17 to Present,1950-02-17,
21GV02,D,VST,Hertog Jancollege Sgm Lyc Havo Mavo Vbo Ivbo,Bonifaciusstraat 2.0 ,5552KP,VALKENSWAARD,Noord-Brabant,Closed,Primary Branch Location,52.6,1950s,2000s,1950-01-09 to 2002-08-01,1950-01-09,2002-08-01
21GV04,D,VST,Hertog Jancollege Sgm Lyc Havo Mavo Vbo Ivbo,Emmalaan 7.0 ,5554JM,VALKENSWAARD,Noord-Brabant,Closed,Primary Branch Location,57.6,1950s,2000s,1950-01-09 to 2007-08-01,1950-01-09,2007-08-01
21GV01,D,VST,Hertog Jancollege Sgm Lyc Havo Mavo Vbo Ivbo,Stokerwei 2.0 ,5551RL,VALKENSWAARD,Noord-Brabant,Closed,Primary Branch Location,58.6,1950s,2000s,1950-01-09 to 2008-08-01,1950-01-09,2008-08-01
21GV03,D,VST,Hertog Jancollege Sgm Lyc Havo Mavo Vbo Ivbo,Waalreseweg 45.0 ,5554HA,VALKENSWAARD,Noord-Brabant,Closed,Primary Branch Location,58.6,1950s,2000s,1950-01-09 to 2008-08-01,1950-01-09,2008-08-01
21GV00,D,VST,Scholengemsch Were Di Lyc Havo Mavo Vbo Ivbo,Merendreef 1.0 ,5553CC,VALKENSWAARD,Noord-Brabant,Active,Primary Branch Location,75.0,1950s,,1950-01-09 to Present,1950-01-09,
00YH00,D,VST,Protestants Christelijke Scholengemeenschap Oude Hoven voor Lyceum Havo Mavo Vbo,Oude Hoven 8.0 ,4205AK,GORINCHEM,Zuid-Holland,Active,Primary Branch Location,75.4,1940s,,1949-09-01 to Present,1949-09-01,
00YH00,D,VST,Protestants Christelijke Scholengemeenschap Oude Hoven voor Lyceum Havo Mavo Vbo,Hoefslag 4.0 ,4205NK,GORINCHEM,Zuid-Holland,Active,Primary Branch Location,75.4,1940s,,1949-09-01 to Present,1949-09-01,
00YH01,D,VST,Protestants Christelijke Scholengemeenschap Oude Hoven voor Lyceum Havo Mavo Vbo,Munnikenland 27.0 ,4254EA,SLEEUWIJK,Noord-Brabant,Active,Primary Branch Location,75.4,1940s,,1949-09-01 to Present,1949-09-01,
00YH02,D,VST,Protestants Christelijke Scholengemeenschap Oude Hoven voor Lyceum Havo Mavo Vbo,Merwedestraat 1.0 ,3371SN,HARDINXVELD-GIESSENDAM,Zuid-Holland,Active,Primary Branch Location,75.4,1940s,,1949-09-01 to Present,1949-09-01,
00YH02,D,VST,Protestants Christelijke Scholengemeenschap Oude Hoven voor Lyceum Havo Mavo Vbo,Bellefleur 2.0 ,3371NA,HARDINXVELD-GIESSENDAM,Zuid-Holland,Active,Primary Branch Location,75.4,1940s,,1949-09-01 to Present,1949-09-01,
16RB00,D,VST,Jacob Roelandslyceum,Grote Beemd 3.0 ,5281CC,BOXTEL,Noord-Brabant,Active,Primary Branch Location,75.4,1940s,,1949-09-01 to Present,1949-09-01,
17HN00,D,VST,Elzendaalcollege Rooms Katholieke Scholengemeenschap voor Lyc Havo Mavo,Bilderbeekstraat 27.0 ,5831CW,BOXMEER,Noord-Brabant,Active,Primary Branch Location,75.4,1940s,,1949-09-01 to Present,1949-09-01,
02GQ,U,SBAS,School voor Speciaal Basisonderwijs De Brug,Laan van Vollenhove 2191.0 ,3706GW,ZEIST,Utrecht,Closed,Special Primary Education,62.0,1940s,2010s,1949-07-23 to 2011-08-01,1949-07-23,2011-08-01
04SU00,D,VST,Zwijsencollege Scholengemeenschap voor Lyceum en Havo en Mavo,Burg. de Kuijperlaan 10.0 ,5461AA,VEGHEL,Noord-Brabant,Active,Primary Branch Location,76.4,1940s,,1948-09-01 to Present,1948-09-01,
04SU00,D,VST,Voortgezet Onderwijs Veghel,Pr W Alexander Sportprk 15.0 ,5461XL,VEGHEL,Noord-Brabant,Active,Primary Branch Location,76.4,1940s,,1948-09-01 to Present,1948-09-01,
14SE00,D,VST,Scholengemeenschap Sint Nicolaas Lyceum voor Lyceum en Havo,Prinses Irenestraat 21.0 ,1077WT,AMSTERDAM,Noord-Holland,Active,Primary Branch Location,76.4,1940s,,1948-09-01 to Present,1948-09-01,
14SE00,D,VST,Scholengemeenschap Sint Nicolaas Lyceum voor Lyceum en Havo,Beethovenplein 2.0 ,1077WM,AMSTERDAM,Noord-Holland,Active,Primary Branch Location,76.4,1940s,,1948-09-01 to Present,1948-09-01,
00UA00,D,VST,Hoogveld Instituut,Stikke Hezelstraat 1.0 ,6511JV,NIJMEGEN,Gelderland,Closed,Primary Branch Location,55.4,1940s,2000s,1948-02-18 to 2003-08-01,1948-02-18,2003-08-01
06VR,U,SBAS,De Reitse Hoeve,Thomas van Aquinostraat 27.0 ,5042HA,TILBURG,Noord-Brabant,Closed,Special Primary Education,60.9,1940s,2000s,1947-09-01 to 2008-08-01,1947-09-01,2008-08-01
00ZX00,D,VST,PC SGM v Lyc Havo Mavo Vbo Lwoo Dockinga Coll,Birdaarderstraatweg 13.0 ,9101VA,DOKKUM,Friesland,Active,Primary Branch Location,77.4,1940s,,1947-09-01 to Present,1947-09-01,
00ZX00,D,VST,PC SGM v Lyc Havo Mavo Vbo Lwoo Dockinga Coll,Woudweg 140.0 ,9101VP,DOKKUM,Friesland,Active,Primary Branch Location,77.4,1940s,,1947-09-01 to Present,1947-09-01,
00ZX00,D,VST,Dockingacollege Chr SGS VMBO/HAVO/VWO,Parklaan 5.0 ,9103ST,DOKKUM,Friesland,Active,Primary Branch Location,77.4,1940s,,1947-09-01 to Present,1947-09-01,
00ZX02,D,VST,PC SGM v Lyc Havo Mavo Vbo Lwoo Dockinga Coll,Stationsweg 47.0 ,9101HX,DOKKUM,Friesland,Active,Primary Branch Location,77.4,1940s,,1947-09-01 to Present,1947-09-01,
00ZX02,D,VST,Chr SGS VMBO/HAVO/VWO,Woudweg 140.0 A,9101VP,DOKKUM,Friesland,Active,Primary Branch Location,77.4,1940s,,1947-09-01 to Present,1947-09-01,
00ZX03,D,VST,PC SGM v Lyc Havo Mavo Vbo Lwoo Dockinga Coll,Rondweg-West 45.0 ,9101BE,DOKKUM,Friesland,Active,Primary Branch Location,77.4,1940s,,1947-09-01 to Present,1947-09-01,
02DF00,D,VST,Grotiuscollege Stedelijke Scholengemeenschap voor Lyceum Havo Mavo,Akerstraat 117.0 ,6417BM,HEERLEN,Limburg,Active,Primary Branch Location,77.4,1940s,,1947-09-01 to Present,1947-09-01,
00JI,U,SBAS,Berkenschool,Molenwijk 2.0 A,9503BE,STADSKANAAL,Groningen,Closed,Special Primary Education,53.1,1940s,2000s,1947-06-20 to 2000-08-01,1947-06-20,2000-08-01
00JI,U,SBAS,Berkenschool,Molenwijk 6.0 ,9503BE,STADSKANAAL,Groningen,Closed,Special Primary Education,53.1,1940s,2000s,1947-06-20 to 2000-08-01,1947-06-20,2000-08-01
01GF,U,SPEC,Zmok Sch T Driespan,Kaaplandstraat 53.0 ,6543PC,NIJMEGEN,Gelderland,Active,Special Education,77.6,1940s,,1947-05-30 to Present,1947-05-30,
01GF,U,SPEC,ZMOK Sch t Driespan,De Gildekamp 6012.0 ,6545LX,NIJMEGEN,Gelderland,Active,Special Education,77.6,1940s,,1947-05-30 to Present,1947-05-30,
02WY,U,SBAS,De Ark,Rondweg 7.0 ,8262GK,KAMPEN,Overijssel,Active,Special Primary Education,77.9,1940s,,1947-03-15 to Present,1947-03-15,
02WY,U,SBAS,School voor Speciaal Basisonderwijs De Trimaran,Marinus Postlaan 1.0 A,8264PB,KAMPEN,Overijssel,Active,Special Primary Education,77.9,1940s,,1947-03-15 to Present,1947-03-15,
20WI00,D,VST,Maaslandcollege Scholengemeenschap voor Mavo Havo Vwo,Vianenstraat 1.0 ,5342AJ,OSS,Noord-Brabant,Active,Primary Branch Location,78.0,1940s,,1947-01-09 to Present,1947-01-09,
01JQ,U,SBAS,Orthopedagog Ond Inst De Windvang So Vso Mlk,Van Lierestraat 6.0 ,2221SC,KATWIJK ZH,Zuid-Holland,Active,Special Primary Education,78.8,1940s,,1946-04-13 to Present,1946-04-13,
20WU,U,SPEC,Orion College Zuidoost,Bijlmerdreef 1289.0 - 2,1103TV,AMSTERDAM,Noord-Holland,Active,Special Education,79.1,1940s,,1946-01-01 to Present,1946-01-01,
01ZV,U,SBAS,School voor Speciaal Basisonderwijs De Ruimte,Veerstraat 48.0 -50,1075SW,AMSTERDAM,Noord-Holland,Closed,Special Primary Education,63.9,1940s,2000s,1945-09-01 to 2009-08-01,1945-09-01,2009-08-01
00ZQ00,D,VST,Groen van Prinsterer School voor Christelijk Mavo,Verkeersweg 51.0 ,3842LD,HARDERWIJK,Gelderland,Closed,Primary Branch Location,54.9,1940s,1990s,1944-09-01 to 1999-08-01,1944-09-01,1999-08-01
20JG,U,SPEC,Insp S De Vriesschool,Heliotrooplaan 35.0 ,2555MA,'S-GRAVENHAGE,Zuid-Holland,Active,Special Education,84.5,1940s,,1940-08-01 to Present,1940-08-01,
15BS01,D,VST,Sondervickcollege Rk Sgm V Ath Havo Mavo Vbo Ivbo,Sterrenlaan 165.0 ,5503AE,VELDHOVEN,Noord-Brabant,Closed,Primary Branch Location,67.6,1940s,2000s,1940-01-09 to 2007-08-01,1940-01-09,2007-08-01
15BS02,D,VST,Sondervickcollege Rk Sgm V Ath Havo Mavo Vbo Ivbo,Blaarthemseweg 87.0 ,5502JT,VELDHOVEN,Noord-Brabant,Closed,Primary Branch Location,67.6,1940s,2000s,1940-01-09 to 2007-08-01,1940-01-09,2007-08-01
15BS00,D,VST,Sondervickcollege Rk Sgm V Ath Havo Mavo Vbo Ivbo,Locht 117.0 ,5504RM,VELDHOVEN,Noord-Brabant,Active,Primary Branch Location,85.0,1940s,,1940-01-09 to Present,1940-01-09,
15BS00,D,VST,Sondervick College RK Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Knegselseweg 30.0 ,5504NC,VELDHOVEN,Noord-Brabant,Active,Primary Branch Location,85.0,1940s,,1940-01-09 to Present,1940-01-09,
20KL,U,SBAS,So Mgr Savelberg,Oude Lindestraat 37.0 ,6411EH,HEERLEN,Limburg,Active,Special Primary Education,87.1,1930s,,1937-12-01 to Present,1937-12-01,
20KL,U,SBAS,RK speciale school voor basisonderwijs de Griffel,Heldevierlaan 6.0 ,6415SB,HEERLEN,Limburg,Active,Special Primary Education,87.1,1930s,,1937-12-01 to Present,1937-12-01,
20LU00,D,VST,Gymnasium Haganum,Laan van Meerdervoort 57.0 ,2517AG,'S-GRAVENHAGE,Zuid-Holland,Active,Primary Branch Location,87.4,1930s,,1937-09-01 to Present,1937-09-01,
01MI,U,SPEC,Heliomare Onderwijs,De Velst 1.0 ,1963KL,HEEMSKERK,Noord-Holland,Active,Special Education,89.1,1930s,,1936-01-01 to Present,1936-01-01,
02QT00,D,VST,Maurick College Scholengemeenschap voor Lyceum Havo Mavo,Titus Brandsmalaan 1.0 ,5262BS,VUGHT,Noord-Brabant,Active,Primary Branch Location,89.4,1930s,,1935-09-01 to Present,1935-09-01,
01AY00,D,VST,Nederlands Economisch Historisch Archief,Cruquiusweg 31.0 ,1019AT,AMSTERDAM,Noord-Holland,Closed,Primary Branch Location,74.6,1930s,2000s,1931-05-16 to 2006-01-01,1931-05-16,2006-01-01
16PS05,D,VST,Montessori Sgm Amsterdam V Lyc Havo Mavo Vbo Ivbo,Kraaipanstraat 58.0 -60,1091PM,AMSTERDAM,Noord-Holland,Closed,Primary Branch Location,69.4,1930s,2000s,1930-09-01 to 2000-02-01,1930-09-01,2000-02-01
16PS06,D,VST,Montessori Sgm Amsterdam V Lyc Havo Mavo Vbo Ivbo,Reinaert de Vosstraat 33.0 ,1055CL,AMSTERDAM,Noord-Holland,Closed,Primary Branch Location,70.9,1930s,2000s,1930-09-01 to 2001-08-01,1930-09-01,2001-08-01
16PS00,D,VST,Montessori Sgm Amsterdam V Lyc Havo Mavo Vbo Ivbo,Pieter de Hoochstraat 13.0 ,1071ED,AMSTERDAM,Noord-Holland,Active,Primary Branch Location,94.4,1930s,,1930-09-01 to Present,1930-09-01,
16PS00,D,VST,Montessori Sgm Amsterdam V Lyc Havo Mavo Vbo Ivbo,Pieter de Hoochstraat 59.0 ,1071ED,AMSTERDAM,Noord-Holland,Active,Primary Branch Location,94.4,1930s,,1930-09-01 to Present,1930-09-01,
16PS04,D,VST,Montessori Sgm Amsterdam V Lyc Havo Mavo Vbo Ivbo,Plantage Middenlaan 27.0 ,1018DB,AMSTERDAM,Noord-Holland,Active,Primary Branch Location,94.4,1930s,,1930-09-01 to Present,1930-09-01,
16PS04,D,VST,Montessori Scholengemeenschap Amsterdam voor Lyceum Havo Mavo Vbo Lwoo,Rustenburgerstraat 15.0 ,1074EP,AMSTERDAM,Noord-Holland,Active,Primary Branch Location,94.4,1930s,,1930-09-01 to Present,1930-09-01,
16PS07,D,VST,Montessori Sgm Amsterdam V Lyc Havo Mavo Vbo Ivbo,Mauritskade 58.0 ,1092AD,AMSTERDAM,Noord-Holland,Active,Primary Branch Location,94.4,1930s,,1930-09-01 to Present,1930-09-01,
20JE,U,SPEC,Eerste Nederlandse Buitenschool,Doorniksestraat 28.0 ,2587XM,'S-GRAVENHAGE,Zuid-Holland,Active,Special Education,94.8,1930s,,1930-04-15 to Present,1930-04-15,
16PN00,D,VST,Joodse Scholengemeenschap Maimonides voor Ath Mavo En Afd Havo,Noordbrabantstraat 17.0 ,1083BE,AMSTERDAM,Noord-Holland,Active,Primary Branch Location,96.4,1920s,,1928-09-01 to Present,1928-09-01,
06UJ,U,SBAS,De Gagel Sch Vr Mlk,Neckardreef 20.0 ,3562CP,UTRECHT,Utrecht,Active,Special Primary Education,96.5,1920s,,1928-08-01 to Present,1928-08-01,
20RD,U,SBAS,Sonnevanck,Zwartewaalstraat 28.0 ,3081HZ,ROTTERDAM,Zuid-Holland,Active,Special Primary Education,96.5,1920s,,1928-08-01 to Present,1928-08-01,
20RD,U,SBAS,School voor Speciaal Basisonderwijs Sonnevanck,Zwartewaalstraat 38.0 ,3081HZ,ROTTERDAM,Zuid-Holland,Active,Special Primary Education,96.5,1920s,,1928-08-01 to Present,1928-08-01,
21EX00,D,VST,Theresia Lyceum SGM voor Gymnasium Atheneum en HAVO,Prof Cobbenhagenlaan 5.0 ,5037DA,TILBURG,Noord-Brabant,Active,Primary Branch Location,97.0,1920s,,1928-01-09 to Present,1928-01-09,
02UT00,D,VST,Vrijzinnig Christelijk Lyceum Scholemgemeenschap voor Vwo en Havo,Van Stolkweg 35.0 ,2585JN,'S-GRAVENHAGE,Zuid-Holland,Active,Primary Branch Location,97.6,1920s,,1927-06-01 to Present,1927-06-01,
02QX05,D,VST,Petrus Canisius Colleg Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Ferdinand Bolstraat 32.0 ,1816CV,ALKMAAR,Noord-Holland,Closed,Primary Branch Location,69.8,1920s,1990s,1927-03-25 to 1997-01-01,1927-03-25,1997-01-01
02QX04,D,VST,Petrus Canisius Colleg Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Arcadialaan 50.0 ,1813KN,ALKMAAR,Noord-Holland,Closed,Primary Branch Location,71.0,1920s,1990s,1927-03-25 to 1998-04-01,1927-03-25,1998-04-01
02QX00,D,VST,Petrus Canisius Colleg Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Blekerskade 11.0 ,1814CG,ALKMAAR,Noord-Holland,Active,Primary Branch Location,97.8,1920s,,1927-03-25 to Present,1927-03-25,
02QX01,D,VST,Petrus Canisius Colleg Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Fabritiusstraat 1.0 ,1816EA,ALKMAAR,Noord-Holland,Active,Primary Branch Location,97.8,1920s,,1927-03-25 to Present,1927-03-25,
02QX03,D,VST,Petrus Canisius Colleg Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Vondelstraat 41.0 ,1813BA,ALKMAAR,Noord-Holland,Active,Primary Branch Location,97.8,1920s,,1927-03-25 to Present,1927-03-25,
02QX06,D,VST,Petrus Canisius Colleg Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Geestweg 19.0 ,1861TL,BERGEN NH,Noord-Holland,Active,Primary Branch Location,97.8,1920s,,1927-03-25 to Present,1927-03-25,
02QX07,D,VST,Petrus Canisius Colleg Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,De Dors 2.0 ,1852RG,HEILOO,Noord-Holland,Active,Primary Branch Location,97.8,1920s,,1927-03-25 to Present,1927-03-25,
00WU00,D,VST,De La Salle Mavo,Sportlaan 1.0 ,5111BX,BAARLE-NASSAU,Noord-Brabant,Closed,Primary Branch Location,72.9,1920s,1990s,1926-09-01 to 1999-08-01,1926-09-01,1999-08-01
20YN,U,SPEC,E J V Detsch,IJsbaanpad 7.0 ,1076CV,AMSTERDAM,Noord-Holland,Active,Special Education,99.1,1920s,,1926-01-01 to Present,1926-01-01,
20YN,U,SPEC,Gemeente Amsterdam Dienst Welzijn Amsterdam,Weesperstraat 85.0 ,1018VN,AMSTERDAM,Noord-Holland,Active,Special Education,99.1,1920s,,1926-01-01 to Present,1926-01-01,
04BX,U,SBAS,School voor Speciaal Basisonderwijs De Zonnesteen,Generaal Smutslaan 11.0 ,5021XA,TILBURG,Noord-Brabant,Active,Special Primary Education,99.1,1920s,,1925-12-15 to Present,1925-12-15,
02KB04,D,VST,Teylingen College V Ath Havo Mavo Vbo Lwoo,St. Antoniuslaan 7.0 ,2171EL,SASSENHEIM,Zuid-Holland,Closed,Primary Branch Location,74.7,1920s,1990s,1924-11-01 to 1999-08-01,1924-11-01,1999-08-01
02KB03,D,VST,Teylingen College voor Atheneum Havo Mavo Vbo Lwoo,Van Panhuysstraat 17.0 ,2203JN,NOORDWIJK ZH,Zuid-Holland,Closed,Primary Branch Location,77.7,1920s,2000s,1924-11-01 to 2002-08-01,1924-11-01,2002-08-01
02KB00,D,VST,Teylingen College voor Ath Havo Mavo Vbo Lwoo,Leidsevaart 4.0 ,2215RE,VOORHOUT,Zuid-Holland,Active,Primary Branch Location,100.2,1920s,,1924-11-01 to Present,1924-11-01,
02KB01,D,VST,Teylingen College voor Atheneum Havo Mavo Vbo Lwoo,Langelaan 1.0 ,2211XT,NOORDWIJKERHOUT,Zuid-Holland,Active,Primary Branch Location,100.2,1920s,,1924-11-01 to Present,1924-11-01,
