full_address,latitude,longitude
"Fuchsiastraat 1 , 8013ZC, ZWOLLE, Overijssel, Netherlands",52.5039155,6.113769
"Fuchsiastraat 1 , 8013ZC, ZWOLLE, Overijssel, Netherlands",52.5039155,6.113769
"Fuchsiastraat 1 , 8013ZC, ZWOLLE, Overijssel, Netherlands",52.5039155,6.113769
"Fuchsiastraat 1 , 8013ZC, ZWOLLE, Overijssel, Netherlands",52.5039155,6.113769
"Fuchsiastraat 1 , 8013ZC, ZWOLLE, Overijssel, Netherlands",52.5039155,6.113769
"Fuchsiastraat 1 , 8013ZC, ZWOLLE, Overijssel, Netherlands",52.5039155,6.113769
"Assendorperdijk 55 , 8012EG, ZWOLLE, Overijssel, Netherlands",52.5049323,6.1111038
"Assendorperdijk 55 , 8012EG, ZWOLLE, Overijssel, Netherlands",52.5049323,6.1111038
"Assendorperdijk 55 , 8012EG, ZWOLLE, Overijssel, Netherlands",52.5049323,6.1111038
"Assendorperdijk 55 , 8012EG, ZWOLLE, Overijssel, Netherlands",52.5049323,6.1111038
"Assendorperdijk 55 , 8012EG, ZWOLLE, Overijssel, Netherlands",52.5049323,6.1111038
"Dokter van Deenweg 58 , 8025BC, ZWOLLE, Overijssel, Netherlands",52.5101133,6.1227208
"Dokter van Deenweg 58 , 8025BC, ZWOLLE, Overijssel, Netherlands",52.5101133,6.1227208
"Zwolsestraat 63 A, 8101AB, RAALTE, Overijssel, Netherlands",52.3943725,6.2674384
"Zwolsestraat 63 A, 8101AB, RAALTE, Overijssel, Netherlands",52.3943725,6.2674384
"Zwolsestraat 63 A, 8101AB, RAALTE, Overijssel, Netherlands",52.3943725,6.2674384
"Agnietenstraat 24 , 2801HX, GOUDA, Zuid-Holland, Netherlands",52.0142276,4.7110341
"Agnietenstraat 24 , 2801HX, GOUDA, Zuid-Holland, Netherlands",52.0142276,4.7110341
"Langewijk 180 , 7701AK, DEDEMSVAART, Overijssel, Netherlands",52.6062321,6.461880799999999
"Langewijk 180 , 7701AK, DEDEMSVAART, Overijssel, Netherlands",52.6062321,6.461880799999999
"Langewijk 180 , 7701AK, DEDEMSVAART, Overijssel, Netherlands",52.6062321,6.461880799999999
"Vaartweg 67 , 8243PD, LELYSTAD, Flevoland, Netherlands",52.5006432,5.4403685
"Vaartweg 67 , 8243PD, LELYSTAD, Flevoland, Netherlands",52.5006432,5.4403685
"Markeweg 25 -27, 8101XV, RAALTE, Overijssel, Netherlands",52.386941,6.2620771
"Markeweg 25 -27, 8101XV, RAALTE, Overijssel, Netherlands",52.386941,6.2620771
"Markeweg 25 -27, 8101XV, RAALTE, Overijssel, Netherlands",52.386941,6.2620771
"Hattemattestraat 3 , 7783BM, GRAMSBERGEN, Overijssel, Netherlands",52.6099422,6.6710068
"Hattemattestraat 3 , 7783BM, GRAMSBERGEN, Overijssel, Netherlands",52.6099422,6.6710068
"Hattemattestraat 3 , 7783BM, GRAMSBERGEN, Overijssel, Netherlands",52.6099422,6.6710068
"Burg Schuitestraat 5 , 7772BS, HARDENBERG, Overijssel, Netherlands",52.57040300000001,6.6234015
"Burg Schuitestraat 5 , 7772BS, HARDENBERG, Overijssel, Netherlands",52.57040300000001,6.6234015
"Chevalleraustraat 8 , 7731EE, OMMEN, Overijssel, Netherlands",52.52551700000001,6.4195796
"Van Reeuwijkstraat 5 , 7731EH, OMMEN, Overijssel, Netherlands",52.5261803,6.4193411
"Ruitenborghstraat 56 , 7721BE, DALFSEN, Overijssel, Netherlands",52.5060458,6.2519376
"Ruitenborghstraat 56 , 7721BE, DALFSEN, Overijssel, Netherlands",52.5060458,6.2519376
"Ruitenborghstraat 56 , 7721BE, DALFSEN, Overijssel, Netherlands",52.5060458,6.2519376
"Ampsenseweg 8 , 7241NB, LOCHEM, Gelderland, Netherlands",52.173303,6.400855399999999
"Ampsenseweg 8 , 7241NB, LOCHEM, Gelderland, Netherlands",52.173303,6.400855399999999
"Ampsenseweg 8 , 7241NB, LOCHEM, Gelderland, Netherlands",52.173303,6.400855399999999
